create_edna, read_story, read_frontpage
542, 2650, 4270
512, 2387, 4167
572, 2572, 3975
521, 2279, 3936
409, 2278, 3933
429, 2309, 3979
504, 2126, 3879
403, 2210, 3888
416, 2319, 3946
455, 2199, 3945
487, 2250, 4160
411, 2370, 4014
437, 2260, 3980
411, 2410, 4057
457, 2427, 4106
394, 2328, 3950
407, 2373, 3941
643, 2212, 3977
482, 2249, 3951
394, 2353, 4013
463, 2215, 4028
463, 2409, 4269
424, 1820, 3937
338, 2303, 4562
515, 2076, 4357
567, 2692, 3789
449, 1743, 3905
497, 1781, 3874
377, 1776, 3945
450, 1770, 3872
363, 1635, 3587
439, 1543, 3753
411, 1957, 3757
452, 1824, 3806
359, 1454, 3548
503, 1919, 3878
526, 1813, 3656
390, 1823, 3693
379, 1713, 3362
386, 1609, 3516
376, 1539, 3435
496, 1517, 3385
413, 1524, 3560
348, 1619, 3492
315, 1445, 3444
381, 1567, 3422
357, 1541, 3518
378, 1565, 3467
364, 1615, 3384
375, 1703, 3297
363, 1665, 3254
431, 1580, 3239
377, 1510, 3602
425, 1625, 3476
481, 1528, 3579
413, 1542, 3510
424, 2018, 4225
468, 2498, 4252
465, 2257, 3993
494, 2360, 4183
407, 2478, 4204
470, 2411, 4084
516, 2481, 3910
541, 2252, 4079
401, 2423, 4047
449, 2456, 4457
560, 2714, 4231
458, 2376, 4220
418, 2338, 4154
422, 2474, 4025
419, 2344, 4146
402, 2315, 4150
431, 2412, 4077
447, 2362, 4137
443, 2442, 4233
391, 2326, 4162
490, 2324, 4108
474, 2347, 3990
426, 2395, 4000
436, 2387, 4153
440, 2281, 4089
490, 2405, 3997
417, 2366, 3897
454, 2225, 4131
473, 2404, 3979
406, 2417, 4100
501, 2383, 4116
429, 3284, 4016
418, 2279, 4095
387, 2392, 4001
448, 2351, 4039
537, 2315, 4065
480, 2407, 4136
445, 2349, 4219
445, 2393, 4007
403, 2327, 3943
450, 2250, 4136
453, 2407, 4072
439, 2369, 3976
483, 2299, 4159
432, 2386, 4194
437, 2252, 4072
465, 2376, 3992
459, 2444, 4112
402, 2280, 3984
408, 2389, 3958
442, 2316, 4017
424, 2309, 4012
395, 2352, 3983
475, 2234, 3980
455, 2295, 3866
461, 2304, 3983
627, 2167, 4094
419, 2306, 3928
377, 2376, 4067
404, 2223, 4039
433, 2309, 3922
438, 2323, 4183
387, 2133, 3772
379, 1462, 3318
375, 1398, 3408
336, 1400, 3418
303, 1476, 3248
392, 1505, 3257
292, 1890, 3478
342, 1666, 3322
435, 1731, 3505
383, 1529, 3741
286, 1538, 3680
384, 1497, 3620
407, 1440, 3527
462, 1655, 3641
268, 1731, 3441
438, 1611, 3436
291, 1563, 3563
365, 1654, 3485
387, 1711, 3830
380, 1444, 3574
254, 1404, 3657
457, 1483, 3772
366, 1458, 3647
589, 2578, 3469
301, 1571, 3522
338, 1568, 3587
404, 1621, 3570
415, 1431, 3562
373, 1618, 3711
422, 1578, 3844
307, 1508, 3695
495, 1891, 3541
426, 1692, 3491
360, 1482, 3547
305, 1542, 3618
431, 1736, 3738
291, 1553, 3681
320, 1615, 3772
373, 1566, 3865
385, 1704, 3763
404, 1585, 3731
496, 1589, 3721
344, 1587, 3658
395, 1487, 3608
275, 1477, 3527
405, 1412, 3507
270, 1552, 3253
357, 1597, 3472
447, 1481, 3257
442, 1529, 3374
331, 1659, 3308
430, 1497, 3319
354, 1456, 3386
366, 1507, 3549
291, 1482, 3483
369, 1410, 3519
276, 1522, 3650
320, 1418, 3562
381, 1525, 3606
423, 1528, 3678
328, 1494, 3799
391, 1591, 3620
362, 1649, 3573
368, 1488, 3647
304, 1485, 3484
452, 1384, 3569
330, 1372, 3680
558, 2025, 4024
444, 1803, 3599
353, 1599, 3467
411, 1519, 3461
434, 1541, 3636
404, 1552, 3656
462, 1519, 3568
277, 1459, 3484
384, 1468, 3614
327, 1416, 3557
314, 1499, 3598
420, 1586, 3496
420, 1529, 3427
368, 1597, 3415
454, 1519, 3463
365, 1502, 3495
354, 1540, 4482
350, 1736, 3958
